,1,2,3,4,5,6,7,8,9,10,11,12
mean,4.154020221473273,3.5365955231650226,3.0227676484338484,3.65355244079266,2.765652784277023,2.1575362318840563,1.6254800936768132,2.3226697892271666,2.8774443368828666,3.8366556447803513,5.066715976331364,4.525157537566653
var_1,62.59361527739459,44.439759153941345,43.88671398575165,55.11679380838936,39.237669122305135,42.54425963033076,27.0635100154119,73.25848373873814,82.37204690517954,82.80112211713131,90.55445923491041,76.0796143111001
var_2,161.3087613302559,121.62748873062921,116.76229732727685,142.10144615743616,100.07510602829386,113.59530905271984,63.27077683794135,191.81026226872135,193.58793592662104,211.64128139486849,244.60530242288456,217.37566173156748
var_3,272.97300504529903,214.08052886358905,202.8276628984067,247.03960168032015,161.28862110002734,156.9177859483309,115.67497822244644,363.7039398237285,326.89459181287276,383.9992145832158,422.522381634921,374.1939452913721
var_4,417.1728032174551,321.86454346238173,273.9051706175211,337.8169787272105,233.0275009520482,249.53714960271958,157.02157177124047,493.60657341946165,434.1593211841857,514.1797570665719,654.938152492326,514.4647011898337
autocorr_1_1,0.3270069664034046,0.36691717811242874,0.32229923969561086,0.2719213326171518,0.2656837038475362,0.2462139176505837,0.22729868439533893,0.34742638274132015,0.1832063767387588,0.3186502584516137,0.3279120813119141,0.35602977928227597
autocorr_2_1,0.16822699552319814,0.18429079393852735,0.11887103892368427,0.120264383067482,0.08739186233414918,0.014840693042748146,0.05135828201981241,0.0889647744826546,0.038148455188284115,0.10451302147920181,0.16322675035172146,0.18511793235194626
autocorr_3_1,0.10195765696817982,0.1270702453764294,0.06144252633810914,0.05883301702909109,0.03569426205118756,0.042233695107216945,0.01412665759160824,0.03249933744787523,0.016760074837563838,0.0694355386528303,0.0880516713458983,0.09354772564074496
fih_1,0.4838709677419355,0.4986985944820406,0.5539971949509116,0.4751087481875302,0.5273748245203557,0.6309178743961352,0.672599531615925,0.6271662763466043,0.6253630203291385,0.5687293339631554,0.4807692307692308,0.47891420261754725
fiWW_1,0.7555970149253731,0.7352024922118379,0.7127882599580714,0.7523020257826889,0.679207920792079,0.5981675392670158,0.5178826895565096,0.6281407035175877,0.6343669250645992,0.7042716319824754,0.7530864197530865,0.7665116279069767
fiDD_1,0.7393034825870647,0.7338204592901878,0.7687763713080169,0.7263479145473042,0.7125110913930789,0.7649310872894334,0.7653203342618385,0.7789395070948468,0.7809597523219813,0.7757475083056479,0.7333333333333334,0.7459514170040485
M3_1,1558.5656955596278,855.5255792016669,1180.2617965601994,1707.5223663502995,1180.2924835437548,1953.9274844267159,911.5936252211201,9079.149201539783,6568.9004839619865,3263.7698443575605,2607.1123637935607,2045.872234708756
