,1,2,3,4,5,6,7,8,9,10,11,12
mean,4.152060581735592,3.572732677439741,3.0386873997576225,3.577504887675507,2.783650501158253,2.1599205482696058,1.6234055955634206,2.2654936351726085,2.8673071359774833,3.849623699224267,4.944693301522654,4.476827792592755
var_1,60.616452532405326,48.83313030471549,42.612418773021226,54.583999395687115,42.21755828979941,45.89174435275114,28.009851477810273,105.25967818698147,89.3129996683889,85.21467565910525,100.16396213988526,78.41936920373129
var_2,167.56273714575667,128.0493801913803,104.40256285363351,133.94158429922663,110.79534282695755,103.71610132496627,68.20924605162946,297.9020479378562,210.51326630583935,215.58856329567882,259.06070036841714,203.5388141748279
var_3,302.76823221926173,225.61686661693636,177.46499110656157,227.79803315297883,188.57456342438365,165.8842273686454,110.60389894618848,515.4305896204944,340.7703174827533,372.2202610678755,452.7376864301088,356.5416676397666
var_4,455.46005739106425,334.5397934318643,257.5025215930379,330.6261382191793,269.6093891965072,229.99953452564893,153.4038083720581,740.0664263508045,474.06304155569524,545.0998556565529,667.9361122138484,526.798311187641
autocorr_1_1,0.38215558767793467,0.31109125497751905,0.22502507320392764,0.22693083854359195,0.3121950595343629,0.13000827041725496,0.21759385453481628,0.41508150637069313,0.1785141417680296,0.26497320812511366,0.29318317104220853,0.29775855277565316
autocorr_2_1,0.23309851764293263,0.18789740105109748,0.13226524680937046,0.13281240025220925,0.10897641210210902,0.0473262580528122,0.03918725385743177,0.11821322447687907,0.0507024989256353,0.15406859166292822,0.1736165737163384,0.17778393767362405
autocorr_3_1,0.14423749137207748,0.11626779113395687,0.08184353803877856,0.08218210750197592,0.03855747829314961,0.021214938991610345,0.007234178510937617,0.03376076751368476,0.016994574738835186,0.09533508571621645,0.1074310523578933,0.11000974796233613
fih_1,0.4825260046068219,0.48932631329940074,0.5214083047604277,0.4945582213608204,0.6457165304443641,0.7225374762180117,0.8029786284682221,0.8974569862027323,0.7583169025874968,0.6043336658638286,0.5048054970955773,0.4913309887128393
fiWW_1,0.81099342449042,0.7822973544798111,0.7176864580910327,0.7300471920856986,0.7402088587220174,0.4406944165755058,0.6279930750022092,0.7525813513491101,0.5615462537158078,0.715303495696049,0.7678276952348813,0.7750615153535119
fiDD_1,0.7973042139682809,0.7727998483411932,0.7408692662204887,0.7241064418959536,0.8574611264350892,0.7852203603962362,0.9087232063421168,0.9717300613930724,0.8602604542869825,0.8136049196625285,0.7722480248178257,0.7671239160279505
M3_1,1436.3885796378627,1149.9516317953585,1111.276696471765,1547.5245478701295,990.7193785623497,1952.656977938083,752.4101807529197,6372.067740251705,5159.942570359464,3402.580805601484,3564.0032562698593,2399.2967197404405
