,1,2,3,4,5,6,7,8,9,10,11,12
mean,0.0702164757412399,0.05215707964601771,0.06930779569892473,0.0564140625,0.05354166666666667,0.030510416666666665,0.004091061827956993,0.010630880376344085,0.01874739583333334,0.03841216500042006,0.05159909714384929,0.08344254032258064
var_1,0.08451227625146099,0.05910753358557182,0.10606370096073243,0.10213317403835721,0.11705439208109322,0.07230944433593757,0.004775433912044543,0.03807161979909049,0.041184463968912725,0.05945638829862287,0.07230382365054344,0.1066006321150522
var_6,1.7374960912857291,1.030371098461117,1.6345060370057238,1.7037103591308607,2.0075546875000003,0.9256549960937509,0.04624828212392676,0.5156415688156456,0.6042489841308595,1.1104530200271538,1.3558798652072472,2.1557442279160695
var_24,14.890846533152319,7.194103504581408,10.694902640478672,11.668673871093743,13.529053629032264,6.468141187500001,0.2773164655957338,3.7875790123406623,4.0184797877604135,9.385782191402194,9.29568346831597,16.46464474343132
autocorr_1_1,0.6358762413122503,0.6013739606976461,0.5434210338505548,0.5453871312603353,0.5646276741509126,0.3761116310467682,0.514161797304842,0.44181453341473403,0.5611879780378787,0.6256536491469162,0.6596662001805105,0.6611746329230754
autocorr_1_6,0.5076900310240232,0.3615453133602896,0.313456877750875,0.3487629337484093,0.3283072914412262,0.32828823400823354,0.23414352759318038,0.3045769791771595,0.2881900122161383,0.47980211703139086,0.4010661635967841,0.430618489562143
autocorr_1_24,0.28848579535119495,0.21829359194840042,0.1710656020637156,0.10853874484486073,0.17224743873404333,0.2252743262029956,0.05846831078182888,0.38840471881026817,0.15805014781278096,0.15273091320664675,0.123046083476742,0.29767600256012305
fih_1,0.8840128032345014,0.914730825958702,0.8969254032258065,0.9276909722222222,0.9383400537634409,0.96328125,0.9926075268817204,0.9879032258064516,0.9763020833333333,0.9486684029236327,0.9220418439100616,0.8732358870967742
fiWW_6,0.8597101449275364,0.7780410742496047,0.741713570981863,0.7764127764127765,0.7577981651376142,0.7559055118110248,1.064516129032253,0.9259259259259234,0.862637362637366,0.7309236947791181,0.7648054145516072,0.8021806853582548
fiDD_24,0.9447199071632029,0.9789543642002657,0.9237369945296579,0.9472333435992198,0.968011811023622,0.9706161137440757,1.004428547095895,0.9944969905417025,0.9930402930402932,0.9756963918489436,0.9506490830414176,0.9398138125135311
M3_1,0.16158540492163634,0.11572382561414693,0.33375350643782925,0.37519647538730105,0.45472521670528643,0.45386471561371894,0.011203476816526258,0.28405152204442735,0.17280542092761522,0.15301693429115257,0.212432954909547,0.26519648543601854
M3_6,11.156817558397428,4.938329023897714,9.817167163996423,14.717181784958267,24.598825771799394,7.685348897250502,0.1362466043583341,7.032915033693822,5.78278011489379,7.6402279872282,10.61248661355179,14.684925731327104
M3_24,249.23961701368177,64.2286974758472,88.88568147060148,181.4326353976009,276.13646343750014,86.74330191059384,1.3814418012506668,86.76872664950815,70.4962474212104,133.90994960709693,130.3596196652456,192.24433977937565
