,1,2,3,4,5,6,7,8,9,10,11,12
landa1,0.0036538673765937266,0.004919430573899867,0.0030435679749478946,0.00803793901979442,0.002655887398625828,0.00106081309494287,0.001,0.001,0.001,0.003362283736349777,0.0021842550494697794,0.001
ipsilon1,100.0,29.953519476595616,100.0,32.35227222385993,12.739929058381048,33.455347512516504,9.998601719778705,2.3888944728416788,14.542796719720531,3.032490310382961,45.65122534956019,43.16254035294795
eta1,5.02821959002785,6.666666666666667,6.666666666666667,4.347506331734489,0.7555497553215762,5.081936689444562,4.372306137996658,6.666666666666667,1.4819193395628703,6.666666666666667,3.8669084757539625,6.666666666666667
xi1,2.0,1.5569151065477034,2.0,1.5747485226748335,1.3025090545219895,0.31795259602666454,0.7791382784709582,2.0,2.0,1.976783620441079,0.9468633517270009,1.4189252341271674
betha1,0.02,0.7644233793529249,0.9501169396850234,0.12456981143262005,0.06446549191695591,0.04130904292248637,0.2850481676076098,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.261939060818069,0.9900990099009901
landa2,0.0016086344925527298,0.003460432527437021,0.006847943265533706,0.00100742003813536,0.001,0.001,0.001,0.001,0.001,0.002776110723036353,0.004825997553834975,0.005776874851173779
ipsilon2,100.0,58.52630449243093,37.14164510287459,71.32074877776354,87.96991945067671,46.30945639593651,15.106732666929137,7.216264741981473,34.54996151427765,91.56772856906763,58.013649220462526,72.5850298333459
eta2,4.589611685341485,4.6544410113484265,2.95933485102977,4.191769893992279,4.984732649694489,2.786149117786869,6.666666666666667,1.7643217177115218,6.666666666666667,6.666666666666667,5.764665511471166,6.666666666666667
xi2,1.0763419424881235,1.1572143606012686,1.7958743552173906,0.9283284453334613,0.9279615099468417,1.966779467584862,1.997625998556329,0.37991092469093346,0.37317520610567956,1.037784581965068,2.0,0.7957004905150105
betha2,0.1396998954712902,0.10151841496548628,0.12152903978713789,0.3376372170825302,0.23547594833973495,0.9863371641698369,0.15253840792331724,0.07271348748195919,0.14789801036415084,0.1785051955179934,0.12546475139732557,0.10008355388879343
