,Corr,dist
0,0.9999999999999967,0.0
1,0.7927502399466395,28.775589845462104
2,0.8972705648867128,13.960447666003471
3,0.869210450235353,24.733341970157863
4,0.7420919811022935,34.437114210016496
5,0.8366697981486024,42.960569993654595
6,0.8554024643254791,47.764301152111074
7,0.7611590788592397,24.453170586365896
8,0.7927502399466395,28.775589845462104
9,0.9999999999999953,0.0
10,0.7757360840675644,20.854547510473946
11,0.8640805182870595,7.782090587137022
12,0.8742048625452539,5.693748768807972
13,0.787218484816323,26.824438029834894
14,0.8717417952738777,28.004617944824613
15,0.594691071576113,40.553188090064985
16,0.8972705648867128,13.960447666003471
17,0.7757360840675644,20.854547510473946
18,0.9999999999999948,0.0
19,0.8250442358320726,14.160944320035592
20,0.6777829046996633,25.780637868215205
21,0.8085355277445889,29.084290450570155
22,0.8294104266209813,34.14646616952509
23,0.6900600805047973,20.269376614547777
24,0.869210450235353,24.733341970157863
25,0.8640805182870595,7.782090587137022
26,0.8250442358320726,14.160944320035592
27,0.9999999999999964,0.0
28,0.8401999446353673,11.80228279161453
29,0.8559491356357051,22.537376814758186
30,0.9077334567653044,25.39674092959401
31,0.637674987123955,33.10876191708735
32,0.7420919811022935,34.437114210016496
33,0.8742048625452539,5.693748768807972
34,0.6777829046996633,25.780637868215205
35,0.8401999446353673,11.80228279161453
36,0.9999999999999983,0.0
37,0.7093534747051851,25.66253473145234
38,0.8408399362095117,25.523646231325642
39,0.4957226131058448,44.87120853951027
40,0.8366697981486024,42.960569993654595
41,0.787218484816323,26.824438029834894
42,0.8085355277445889,29.084290450570155
43,0.8559491356357051,22.537376814758186
44,0.7093534747051851,25.66253473145234
45,0.9999999999999976,0.0
46,0.9011239743696753,6.503173367903943
47,0.6310309540245548,37.81369020029013
48,0.8554024643254791,47.764301152111074
49,0.8717417952738777,28.004617944824613
50,0.8294104266209813,34.14646616952509
51,0.9077334567653044,25.39674092959401
52,0.8408399362095117,25.523646231325642
53,0.9011239743696753,6.503173367903943
54,1.0,0.0
55,0.6583207605804284,44.2198058118458
56,0.7611590788592397,24.453170586365896
57,0.594691071576113,40.553188090064985
58,0.6900600805047973,20.269376614547777
59,0.637674987123955,33.10876191708735
60,0.4957226131058448,44.87120853951027
61,0.6310309540245548,37.81369020029013
62,0.6583207605804284,44.2198058118458
63,1.0,0.0
