,1078E,1086,1093,1095E,1097,1104,1104O,9048
var_1,2.2038598913836784,2.1915589416522256,2.210684273118831,2.1665932065934093,2.2872137506680166,2.010525366385062,2.1085985838893073,2.763646476626299
var_2,1.7742067259349794,1.6891245817357212,1.7881502125870063,1.7263953998617785,1.780660756145075,1.584239099897402,1.6490669801138276,2.1329606124169467
var_3,1.5248109885195331,1.4669893361188044,1.5380167574428172,1.5008266455360924,1.5406094021960877,1.370628430608005,1.4596333591267314,1.8072302895943997
var_4,1.3796957684011746,1.3285455299816542,1.3928702488179394,1.3202450151507144,1.3823308689390486,1.2539240337065256,1.2636728173413163,1.6092933587084666
autocorr_1_1,0.2892103288813256,0.19675981738525214,0.2882002606518445,0.2572019935953353,0.20663965206047177,0.24681203993928652,0.2280211822039228,0.21450428162401905
autocorr_2_1,0.1282088537815784,0.1040552915624271,0.1177666743600346,0.1066435897478819,0.09724621055208306,0.13512474399637778,0.11510148372673261,0.06028987682649481
autocorr_3_1,0.05792780176879655,0.09217935429940369,0.0683640827193981,0.047724623208134455,0.04355105336741343,0.08848505811513661,0.038533512631162864,0.029193197311363616
fih_1,0.5593168648978347,0.5730278573288207,0.5895725228564369,0.5634228187919463,0.57781262250098,0.5222504035047267,0.5392947103274559,0.6686170212765957
fiWW_1,0.5993079584775086,0.5908536585365852,0.5857916917519566,0.5887778631821674,0.5942432683379759,0.6114864864864866,0.5882996172772007,0.4927768860353131
fiDD_1,0.6842966194111233,0.6951385733757383,0.7116512992455993,0.6813579511614055,0.703527815468114,0.6445916114790288,0.6482951891639421,0.7486077963404932
M3_1,3.4976264111928828,4.563570139311168,3.685886095150452,3.91830631468253,5.076814269633246,3.2171799056836794,3.8764571565757917,7.0423633389095635
