,"(1, 2, 3)","(4, 5, 6)","(7, 8, 9)","(10, 11, 12)"
landa,0.1644129212091873,0.16159013445345177,0.13774762966603665,0.1379759467393618
ipsilon,9.118984060247712,6.064171787437807,5.751595596437287,11.044867943106675
eta,656.238347023067,1600.0,1600.0,257.6736807246263
betha,0.6959882913033549,0.8660817603270426,0.9507996145500818,0.8952265987417513
fi_may,0.05,0.05,0.05,0.05
