,1078E,1086,1093,1095E,1097,1104,1104O,9048
var_1,2.203859891383678,2.191558941652226,2.210684273118831,2.1665932065934093,2.2872137506680166,2.010525366385062,2.108598583889307,2.763646476626298
var_2,1.7777373551675864,1.7276607497596805,1.79313434808354,1.7457222718426395,1.809415361059663,1.599718552720188,1.6581807717963732,2.1373821115958864
var_3,1.5611116555473357,1.5132450640980342,1.5637844437322237,1.4782488688535205,1.5638476557395202,1.4099687655197175,1.4724343073991883,1.8318452100084224
var_4,1.4234466965282901,1.3681159977723658,1.4039033527843374,1.3431830489838055,1.4151175309203707,1.2803602755870762,1.3017204340885293,1.668157200929836
autocorr_1_1,0.27992483312267336,0.20032200481807705,0.2770686856662601,0.2442657207834562,0.20201286011122246,0.24031734744493907,0.22562336944721223,0.20642970151244303
autocorr_2_1,0.13147282287680379,0.11793009706763732,0.12240432068301078,0.1122922319122526,0.11004343931243885,0.14716229298386319,0.11805565444853153,0.08598591845935731
autocorr_3_1,0.067036549248677,0.06792565853759812,0.07204747088246223,0.062443017447750236,0.05169489155783616,0.09240064433758659,0.0501367851578445,0.0467547688706434
fih_1,0.5590118938700823,0.5701640197865139,0.5900667160859896,0.5634228187919463,0.5770286162289299,0.5215586811159788,0.5390428211586902,0.6686170212765957
fiWW_1,0.6597510373443983,0.6396123561477893,0.6449668474984931,0.6502690238278247,0.6570898980537534,0.6689156626506024,0.6371584699453552,0.5537720706260033
fiDD_1,0.7315875613747954,0.728310502283105,0.7533500837520938,0.7290053603335318,0.748641304347826,0.6962864721485411,0.6897196261682244,0.7788385043754973
M3_1,3.4976264111928823,4.563570139311169,3.685886095150452,3.91830631468253,5.076814269633244,3.2171799056836816,3.8764571565757917,7.042363338909564
