,1078E,1086,1093,1095E,1097,1104,1104O,9048
var_1,2.7370460921336033,2.5645787664907362,2.8300000195046926,2.6327848987784437,2.6869955110598194,2.4050118897038955,2.496418091092721,3.4081966295024944
var_2,2.0554125228209754,1.9913498492949553,2.1517091043575154,2.0370223999561303,2.104506698808051,1.887317694984829,1.956933214353322,2.564635290378015
var_3,1.796297831547339,1.7025457878546626,1.844528706869635,1.785958508315789,1.85087271697362,1.5810628958023192,1.627106234594592,2.150763583010813
var_4,1.5758379598589516,1.5339879685738738,1.6406170475730815,1.6430121712814212,1.628160257483251,1.4683673133652282,1.5178482654131837,1.8694005632722495
autocorr_1_1,0.14282340619083886,0.19678494636150423,0.14346716505011592,0.23157673716628424,0.19973625043616874,0.1777613255681227,0.18427950991121794,0.10802342277592031
autocorr_2_1,0.06403035538032674,0.060277611362264234,0.028282595725520044,0.08738431584937222,0.031220064971707442,0.07310503903244213,0.06083090595962715,0.007922302898855283
autocorr_3_1,0.04799873857348825,0.033087764669478326,0.017060542775991817,0.06139432983952166,0.020466070787367317,0.0562773275822682,0.06408275788959486,-0.011542903414053741
fih_1,0.6332116788321168,0.6340436727177059,0.6808080808080809,0.6350438892640108,0.6677190213101816,0.5691428571428572,0.5962073324905184,0.7758895379713223
fiWW_1,0.5754560530679932,0.5650611071171818,0.5450949367088607,0.5226641998149862,0.5546318289786221,0.5782493368700264,0.5547902316844081,0.41706161137440806
fiDD_1,0.7540826128722382,0.7489626556016598,0.7867210682492581,0.7256778309409889,0.7783687943262411,0.6807228915662651,0.698473282442748,0.8316221765913758
M3_1,4.856428550705464,4.420636611962533,5.994281710381143,5.723080483262615,4.686080815334205,4.902146850686594,4.67417445019419,7.581429075492773
