,1,2,3,4,5,6,7,8,9,10,11,12
mean,4.3861977081474945,3.3313879286733012,3.0652943135223922,3.847740439488851,2.771190874906151,2.213121138971469,1.857765836981075,2.2379751135073134,3.0064777184634304,3.616116434477879,5.679511900250449,4.619520598010086
var_1,60.53256785667556,41.07494145235186,44.29616353414812,63.185979433581885,44.45094080619964,52.04406362880588,34.238291683602654,121.85926300326251,133.00192126913737,72.51316570397142,99.21513640837254,81.89282381255278
var_2,161.4103946256476,122.89303751837733,109.38326340687945,166.53425892119424,119.25516130189686,122.6238409718572,76.48065720841385,308.6074041619597,358.0734449883697,176.27360085910732,241.80254201813386,210.2310112907183
var_3,286.2908171278509,207.18636002696016,178.2154862374099,292.5723945531237,208.2675699803459,187.7342854442839,119.87170757492441,502.8117823541748,603.3070795379971,283.2399346809987,424.13950563472014,369.73843046883684
var_4,420.7178235376557,340.0502922953079,253.5522722094012,415.36326844778574,285.8100953806988,253.13394807554087,163.4382238681414,757.7081158607551,842.1667363541625,430.87436454663066,604.6963063552291,555.3635045212654
autocorr_1_1,0.32414198490442636,0.43693912675064195,0.25790572644585036,0.3144309867319481,0.3407734334577335,0.15450792820358422,0.15323691487518015,0.2587890282238849,0.3403729777065114,0.19574828068030503,0.2483414318408286,0.3168361700341184
autocorr_2_1,0.17765611369906173,0.24270437739111775,0.12108287196608135,0.15332316026251236,0.082529298932776,0.03254982158868665,0.0298865354310327,0.08206450004622802,0.08209671893146454,0.10655074018130853,0.12248839835540391,0.18527302815621713
autocorr_3_1,0.10625715546912286,0.1771069784573214,0.07871545539094761,0.07695824850846696,0.03182352052492403,-0.014090036139524401,0.02881502784057124,0.023424640205572535,0.02668360179843105,0.09230918102520488,0.07798640749262606,0.11175907067723903
fih_1,0.44740024183796856,0.5451327433628319,0.5669354838709677,0.5883333333333334,0.6935483870967742,0.7670833333333333,0.7399193548387096,0.8955645161290322,0.87,0.6096774193548387,0.4141666666666667,0.47338709677419355
fiWW_1,0.8001458789204959,0.8297665369649804,0.7318435754189945,0.7661943319838055,0.7289473684210523,0.6028622540250446,0.5503875968992249,0.687258687258688,0.7467948717948715,0.6838842975206613,0.7972972972972973,0.7917304747320061
fiDD_1,0.7531531531531531,0.8579545454545453,0.7951635846372689,0.8364022662889518,0.8802325581395348,0.8794133623030961,0.8419618528610354,0.9635299414678073,0.9621647509578544,0.7976190476190477,0.7132796780684104,0.768313458262351
M3_1,1287.7785032510587,860.21371387555,1069.1167811950656,1521.4433237362173,971.117212672666,2186.5689305477504,1051.3266713687801,11655.902753996097,7509.329162643398,2492.033976171225,3591.8913355566447,2816.371785411983
