,1,2,3,4,5,6,7,8,9,10,11,12
mean,0.09528370215429964,0.0596844879850016,0.07703051972803993,0.07486020626372603,0.03876948348949064,0.02277360895420742,0.00774150958798726,0.024988468760261145,0.01691107196257966,0.024943758879975006,0.027387297593612196,0.06743781282163092
var_1,0.12403630148724731,0.0465110667671263,0.0969577903500191,0.14198850971044405,0.04258445052760015,0.050722062766261,0.021252940999392945,0.09747792678566664,0.027788057943210324,0.03533050119851359,0.034260487769058205,0.10844494441905898
var_6,2.8406289579801465,0.9866568502744847,1.4929147792610962,2.664800141068831,0.8840301166482706,0.7178350680474732,0.25970569436731217,1.2601362715927624,0.542943675220269,0.6621262520549404,0.6274081106533335,1.9650651638162837
var_24,28.73757603745479,9.470661603066,10.935244149589668,16.77331705990745,5.792058734284527,4.275356199362566,1.0622549527575398,5.555494337290646,3.2452033467343857,4.227473876728417,5.168023769255215,12.77445456843983
autocorr_1_1,0.642240133014781,0.5964543957305615,0.45961362871447775,0.5859490521145022,0.6957729480993424,0.5432426327669526,0.42791130142202594,0.37588287394008896,0.6001605517238415,0.5822598015207185,0.6925030174622044,0.6207955369112443
autocorr_1_6,0.6087455738850738,0.6088086795645961,0.398005736489737,0.3782989918916565,0.31592539994982594,0.2512408184533597,0.022893623622304484,0.04229682222766183,0.328528799214716,0.38838016697513816,0.46294783456983923,0.38265049753584635
autocorr_1_24,0.2341580313544012,0.25394409444191846,0.04306831737058752,0.16714108499527358,0.14447611978358327,0.15759009201582969,-0.02320987031620934,0.07656934163252402,0.13436501219013455,0.03580146056420495,-0.03463798482749469,0.15967718690114205
fih_1,0.8766460628863209,0.8921713441654358,0.8961319989180416,0.927033827229522,0.9193941033270219,0.9611406206318144,0.9905328644847173,0.9824181769001893,0.9795918367346939,0.9697051663510955,0.9647749510763209,0.9226399783608331
fiWW_6,0.8969594594594601,0.871369294605809,0.8255250403877226,0.7698412698412697,0.8984771573604066,0.787234042553192,0.593750000000001,0.5539568345323737,1.0458715596330252,0.7407407407407409,0.737967914438504,0.7530864197530858
fiDD_24,0.9214819850441877,0.9120353330879646,0.8553688823959094,0.8718386876281613,0.9707914572864322,0.9719255416539518,1.001126443255421,0.9706906558328497,0.9868497954412624,0.940500736377025,0.9388820638820639,0.8915980230642504
M3_1,0.2496026444370744,0.051941428825043344,0.19041179097967725,0.4070142567905509,0.12246508452415297,0.2999893324014727,0.10024786939747611,0.655511014025649,0.06924726445136781,0.07453033661054834,0.06068301650673001,0.26454781073253175
M3_6,19.37252715405902,3.4064283708612595,6.990628260533411,19.318234027364117,8.455330105330544,8.608999778638998,2.1752554282911776,14.625350475010542,4.702610996138208,3.7058505192793025,3.039236576500722,12.304661843577957
M3_24,501.7909347897066,71.85284203581907,70.8658246942511,164.54252136146175,55.98149507124841,58.7626321968683,8.422580162692597,63.282998668131086,36.818749235941084,32.603854836435275,46.99031080195229,99.72634432951521
